phase,epoch,loss,valid_mae,reg,reg_main,reg_var,cls,cons,mag,pol,rec,rec0,sim,diff,bal,rho_min,rho_max,lam_kd,kd,kd_logit,kd_reg,kd_rel
teacher,1,3.1105237625263356,0.7763856053352356,0.8318279871234188,0.770278517846708,0.615494684488685,1.7388385666741266,0.0,1.0095418294270833,0.0,0.4856646281701547,0.921572208404541,0.03717476096763103,0.006059882226745012,1.3468983460355688,,,,,,,
teacher,2,2.998070142887257,0.7252933382987976,0.7951896565931814,0.7374067891527105,0.5778286782679735,1.7221457715387698,0.0,0.9077858119099228,0.0,0.49781703838595637,0.9262743757830726,0.024270880950131902,0.003934063271757353,1.2739297924218353,,,,,,,
teacher,3,2.7236494532337896,0.6502183079719543,0.684762923805802,0.6432639288681524,0.41498993309559645,1.5439379104861506,0.0,0.9050105357611621,0.0,0.5079431197157612,0.9346373324041013,0.05678826984432009,0.0039722274436994835,1.206309316334901,,,,,,,
teacher,4,2.577683439961186,0.6157300472259521,0.6233019845353233,0.5879879770455537,0.35314005999653425,1.4746498620068584,0.0,0.8966551798361319,0.0,0.5012143977262355,0.9303043793748926,0.035578419281928626,0.004178631041819851,1.1525461165993303,,,,,,,
teacher,5,2.4864107215846025,0.6140379905700684,0.5949106928375032,0.5631971690389845,0.31713525978503404,1.4111039870315127,0.0,0.902615573671129,0.0,0.4985722855285362,0.9314056579713468,0.03158950888448291,0.004198253387585282,1.1194369329346552,,,,,,,
teacher,6,2.462195286044368,0.5989886522293091,0.5810411506228976,0.5515891192135988,0.29452032927009797,1.402421686384413,0.0,0.8975667500937426,0.0,0.48475810554292464,0.9369522167576684,0.03396971206422205,0.004356528334836993,1.0785947221296805,,,,,,,
teacher,7,2.423621314543265,0.5925577878952026,0.5726344695797673,0.5440746926599078,0.28559778492759774,1.374417222208447,0.0,0.8926418092515733,0.0,0.4838280434961672,0.9338827519505112,0.035079248456491366,0.004346734223266442,1.0535731933735035,,,,,,,
teacher,8,2.388962012750131,0.5985121130943298,0.5525047376200005,0.5264937557556011,0.2601098139528875,1.3629370464218988,0.0,0.889330639883324,0.0,0.4831578091338829,0.9300872418615553,0.03277138534381434,0.00430260557267401,1.0317903801246926,,,,,,,
teacher,9,2.360734471568355,0.5985587239265442,0.5402230625903165,0.5164469773018802,0.2377608493660335,1.3498697700323883,0.0,0.8832874927255843,0.0,0.494992987425239,0.9307094966923749,0.03347776347288379,0.0042580247347898505,1.0129985478189256,,,,,,,
teacher,10,2.3752676999127424,0.5956218838691711,0.5489683929416869,0.523741140961647,0.252272498552446,1.3555206038333751,0.0,0.8846896014831684,0.0,0.4852422531004305,0.9310281850673534,0.03261196751285483,0.00422376822852702,1.001604915769012,,,,,,,
