phase,epoch,loss,valid_mae,reg,reg_main,reg_var,cls,cons,rec,rec0,sim,diff,bal,rho_min,rho_max,lam_kd,kd,kd_logit,kd_reg,kd_rel
teacher,11,1.7023908882229417,0.5916849374771118,0.7870168862519441,0.7623116340902116,0.24705249871368762,0.8888897134198083,0.007211912880410199,0.46029322070104106,0.9217801160282559,0.020734750941671706,0.003934846884846964,1.05435460585135,,,,,,,
teacher,12,1.6718189716339111,0.5924261808395386,0.7635420869897913,0.7415144581485678,0.22027630486560087,0.8814899623394012,0.006794946656251947,0.4607014313892082,0.9211923468995977,0.0218060039397743,0.003926928366396438,1.0522982787202906,,,,,,,
student,1,2.468849124731841,0.7768682241439819,1.3099688446080242,1.247379477377291,0.6258936723073324,1.114417157791279,0.013786031296924059,0.5063204726687184,0.9460706258261645,0.042382317008795564,0.006269194522044725,1.324434013278396,0.0,0.1,0.0,,,,
student,2,2.4009129073884754,0.7679794430732727,1.266052797988609,1.2064420051044888,0.5961078769630856,1.1064794350553442,0.011920305939080814,0.5307328292617092,0.9560677740308974,0.017190969359405613,0.003920480350239409,1.1864794647252117,0.0,0.1,0.0,,,,
student,3,2.0757659099720143,0.7429447174072266,1.041934554223661,0.9989566251083657,0.4297792693531072,0.9872385329670377,0.01793663579047899,0.5128291232718362,0.9589818197268026,0.05217082698450044,0.0046036044411637165,0.9237323844874347,0.0,0.1,0.0,,,,
student,4,1.9380958367277075,0.691601574420929,0.8944856563100109,0.8607227283495443,0.33762925159600043,0.9322948212976809,0.011600739486446535,0.5063670978501991,0.9577319390243955,0.03162033738637412,0.004414561502118077,0.7406373730412236,0.0,0.1,0.3,0.2669705204941608,0.09566540484903036,0.17068601344470624,0.006191044830268732
student,5,1.8920949609191329,0.6432045102119446,0.8770117207809731,0.8446529695281276,0.32358751377021827,0.9367657679098623,0.009749524338446834,0.501742845332181,0.9551193493383902,0.027524239383637905,0.0043389399415227,0.6227936468742512,0.0,0.1,0.28065209550948533,0.18272866543244431,0.06398381009973862,0.11832605012589031,0.004188045786038317
student,6,1.7955249547958374,0.6089497208595276,0.8219055301613278,0.794265059961213,0.27640468158103804,0.907734399592435,0.008982507408493094,0.49989434635197677,0.9536778220423946,0.024898937299709628,0.004246704418350149,0.5278980417384042,0.0,0.1,0.26255199571288423,0.15822372709711394,0.05710582304056044,0.10072947052065973,0.0038843389268516113
student,7,1.755830239366602,0.591713547706604,0.804601401090622,0.7787259806085516,0.2587541779158292,0.8965722697752493,0.007790638224428726,0.4971910897228453,0.9526592680701503,0.024239021422410453,0.0042068171401128725,0.450506208119569,0.0,0.1,0.24561922592339452,0.13041840679943562,0.04681342172746857,0.08330170172094195,0.003032828645060632
student,8,1.7296608200779668,0.5846980810165405,0.7813061158414241,0.757152343513789,0.24153772617379823,0.8958345773043456,0.007899275396657348,0.49652950024163284,0.953020367357466,0.02282289531150902,0.004184424489115675,0.3918341409277033,0.0,0.1,0.2297785015093946,0.13555880159967476,0.04820439705832137,0.08704138450600483,0.003130202017456651
student,9,1.753214959745054,0.582003653049469,0.8022595047950745,0.7763007956522482,0.2595871103306611,0.9017802090556534,0.00782502787101462,0.5012217357202813,0.9516175676275183,0.021334134007769602,0.004116670401008041,0.3508348945114348,0.04,0.2,0.21495939317213678,0.13504400676875203,0.046962148164985354,0.08775875020634245,0.0032310792998436633
student,10,1.7291269169913397,0.5820485949516296,0.7857302184458133,0.7617539686185343,0.2397625469085243,0.8956116526215164,0.008205474268093153,0.4978484925296571,0.9512252807617188,0.020940857922175416,0.004089934238301659,0.3206648153287393,0.04,0.2,0.20109601381069178,0.1390393257693008,0.04937176192524256,0.08932045198701045,0.003471127454691601
student,11,1.7158613381562409,0.5829183459281921,0.7726166193132047,0.7498755913089823,0.22741027831755303,0.8948985194718396,0.006713182969380998,0.49671666268949155,0.9505998348748242,0.020837937567934946,0.004077729208532859,0.30076909010057096,0.04,0.2,0.18812672558191681,0.1569371942292761,0.055125902544845035,0.10144970324580316,0.0036158938137641934
student,12,1.6760685708787706,0.58395916223526,0.7584743766734997,0.7366024522041833,0.2187192265841144,0.8762746000731433,0.007018741858364256,0.4980499551252083,0.9494154740262915,0.020667218516960188,0.004078793529145143,0.28823354564331194,0.04,0.2,0.17599386585300955,0.12815735047614132,0.04529320545218609,0.08252976620914759,0.0033437771026338277
student,13,1.7226886815494962,0.5860238671302795,0.7790872090392642,0.7546697667351475,0.244174398654313,0.9022864037089877,0.007633594287283442,0.4969202456650911,0.9502381925229673,0.021932017989456654,0.004024457988432712,0.28144737581412,0.04,0.2,0.16464349082820795,0.13183365162048075,0.04645038728981658,0.08504631660050815,0.0033694805649617963
student,14,1.7127384940783184,0.5870026350021362,0.7877025714627018,0.7633927547269397,0.24309811324605513,0.8845370754047677,0.007459773880395072,0.4966846991468359,0.9485164361971395,0.020687326081786996,0.004050424632926782,0.27865456486189805,0.04,0.2,0.1540251357097776,0.1403246784099826,0.05061739372710387,0.08938056761743846,0.003267166719996129
