phase,epoch,loss,valid_mae,reg,reg_main,reg_var,cls,rec,rec0,sim,diff,bal,rho_min,rho_max,lam_kd
teacher,15,1.8273291874814916,0.5883355736732483,0.3910435885190964,0.3700662542272497,0.20977335695729213,0.8676906526088715,0.1731273098676293,0.7481696484265504,0.020170226003284806,0.004487197984147955,0.9054118924670749,,,
student,1,2.6574285560184054,0.7698404788970947,0.6875080405562012,0.6262914974380422,0.6121654091057954,1.1130141041896962,0.37349523107210797,0.8756741572309423,0.05564267567738339,0.008298830215439753,1.3603330254554749,0.0,0.1,0.0
student,2,2.4920186775702016,0.7150455713272095,0.6735629091660181,0.6141947916260472,0.5936811516682307,1.1033955812454224,0.27628115123068847,0.8218156198660532,0.02401505120926433,0.006802197580260259,1.2462548194108185,0.0,0.1,0.0
student,3,2.1998363622912653,0.6374351382255554,0.5408468182992052,0.4987881901087584,0.42058625422349133,0.9850658741262224,0.2425771998586478,0.8000353872776031,0.037636364396247596,0.006278654198265738,0.9371228847238753,0.0,0.1,0.0
student,4,2.0618111115914806,0.6208537817001343,0.48567693266603684,0.45023153722286224,0.3544539734721184,0.9312280979421403,0.2258685995583181,0.7893441727867833,0.028344850297327393,0.005912341806968605,0.7236831121974521,0.0,0.1,0.0
student,5,1.990702019797431,0.6009664535522461,0.4499486018386152,0.4195273889366675,0.3042121060468532,0.9133933661160646,0.21638424473780174,0.7794158182762287,0.025379161971310776,0.005705008102166984,0.5725829170809852,0.0,0.1,0.0
student,6,1.9650260563249942,0.6052874326705933,0.44178781299679365,0.4123621605060719,0.2942565042111609,0.9097536040676965,0.20783162420546566,0.7729604674710168,0.023725006280949822,0.005512331577914732,0.4554105952933983,0.0,0.1,0.0
student,7,1.9378467069731817,0.5981037616729736,0.43479727263803836,0.4067240826509617,0.28073189807710824,0.9005127516057756,0.20153794713594295,0.7665635954450678,0.022687861212977656,0.005346462846285215,0.36997731195555794,0.0,0.1,0.0
student,8,1.8836865977004722,0.5913021564483643,0.4116414644651943,0.38637521973362676,0.2526624485574387,0.8817059375621654,0.19389592552626575,0.7596866918934716,0.021886885925023643,0.005197759976403581,0.3057620172147398,0.0,0.1,0.0
student,9,1.8644992974069383,0.6086341142654419,0.40436161026634554,0.37979880849727327,0.24562801489675487,0.8732222925733637,0.1936127468943596,0.7553850423406672,0.021131496083129336,0.00502277380372915,0.25330124022784056,0.04,0.2,0.0
student,10,1.8931203837747927,0.5968883633613586,0.42300266468966446,0.39648753846133195,0.26515127904713154,0.8882691297266219,0.1903931032176371,0.7529537379741669,0.02068556662372969,0.004897952127201414,0.21868433196235587,0.04,0.2,0.0
student,11,1.844451787295165,0.6043556928634644,0.408183044857449,0.38409589506961683,0.24087147882070253,0.8615007334285312,0.1854488311542405,0.7497783137692345,0.020211485162791278,0.004799807435591464,0.19243680078674247,0.04,0.2,0.0
student,12,1.839247010372303,0.5996841788291931,0.407176168428527,0.38280237272933676,0.2437379678228387,0.8604216299675129,0.18337592592945806,0.7480336515991776,0.020301635722043337,0.004757268552633899,0.1727023737298118,0.04,0.2,0.0
student,13,1.7986694971720378,0.6041907668113708,0.3820927253475896,0.3623053812318378,0.1978734429684226,0.84959109182711,0.18068958073854446,0.744807337169294,0.019949686541049567,0.004667740892963829,0.15837163781678235,0.04,0.2,0.0
