exp,seed,theta,primary,valid_mae,valid_pearson,valid_ccc,valid_acc_theta,valid_f1_theta,valid_acc_head,valid_f1_head,test_mae,test_pearson,test_ccc,test_acc_theta,test_f1_theta,test_acc_head,test_f1_head
ablate_a0_plain,42,0.25,theta,0.6009736011229496,0.6303638406164696,0.5712645286151274,0.6126373626373627,0.5844452229618137,0.6002747252747253,0.5932281724742269,0.6538339989462245,0.6511958847300788,0.5886211614582623,0.6423658872077029,0.6007087239072648,0.6107290233837689,0.5929380083972688
ablate_a1_plain_ind,42,0.25,theta,0.5990186491520605,0.630646287523408,0.5653199450578686,0.5975274725274725,0.5705410288443932,0.5796703296703297,0.5782159651856295,0.65854171257174,0.6507017581902382,0.5855456750181187,0.6286107290233838,0.5931938399565267,0.6079779917469051,0.5949571094633531
ablate_a2_nomask,42,0.45,theta,0.5865800002600056,0.6537646171595277,0.6027711010296466,0.5741758241758241,0.5600306900531796,0.6016483516483516,0.5912705048051222,0.6431052184457464,0.6659627173855992,0.6128388705752231,0.5928473177441541,0.5748802792342154,0.6203576341127923,0.5991443810992684
ablate_a2_nomask,43,0.30000000000000004,theta,0.5974302432847792,0.6441525139013944,0.6104677062925044,0.6016483516483516,0.5821303697839618,0.5769230769230769,0.5746636480929687,0.6441132232977239,0.6633765545463034,0.6287574704811462,0.6231086657496562,0.5917846888797742,0.6079779917469051,0.5996955923450984
ablate_a2_nomask,44,0.4,theta,0.5965031251646477,0.6470500910221137,0.616749769651253,0.5879120879120879,0.5768348218711784,0.5865384615384616,0.5842645603621145,0.6425476217286294,0.667679095412485,0.6380983315468723,0.6231086657496562,0.6026070772361302,0.6176066024759285,0.6047094092206874
ablate_a3_norec,42,0.35000000000000003,theta,0.5824551190668429,0.6577060894489719,0.6126464723220209,0.5837912087912088,0.5658574685201022,0.5961538461538461,0.5868141854498763,0.6376574699828744,0.6696943774306171,0.6204859519128851,0.6286107290233838,0.5999961005785667,0.6162310866574966,0.5976156267783267
ablate_a6_exp1,42,0.35000000000000003,theta,0.594157929112623,0.6409528558794763,0.6113710934553488,0.5934065934065934,0.5806937230584411,0.5741758241758241,0.5732921101118357,0.6475300458881189,0.6588530408629479,0.6268148852373031,0.6231086657496562,0.595592838986021,0.6189821182943603,0.6041109579921624
ablate_a7_nokd,42,0.4,theta,0.5913021428767045,0.6511174095011198,0.6097624584731927,0.5824175824175825,0.5692612769722808,0.5892857142857143,0.5786834804790051,0.6487301415815038,0.6563573022270196,0.6142092257252061,0.6134800550206327,0.5926602216048832,0.6148555708390646,0.5963201403909958
ablate_a9_nocurric,42,0.35000000000000003,theta,0.5884541457107644,0.6518027131745174,0.6123701219274722,0.5892857142857143,0.5685532918515892,0.6016483516483516,0.5897798657664702,0.6390854586184824,0.667930139704617,0.6263543047958835,0.6313617606602476,0.5981798885412227,0.6203576341127923,0.5980110180802685
