数据集,模态,n_with_missing,frac_with_missing,mean_missing_ratio,p50,p90,max,len_mean,head,middle,tail
test,text,0,0.0,0.0,0.0,0.0,0.0,2.5185185185185186,0.37037037037037035,0.5555555555555556,0.07407407407407407
test,audio,17,0.5666666666666667,0.10111687554491151,0.09722222222222221,0.2235294117647059,0.4,2.5185185185185186,0.37037037037037035,0.5555555555555556,0.07407407407407407
test,vision,18,0.6,0.10717748160551757,0.11805555555555555,0.2235294117647059,0.4,2.5185185185185186,0.37037037037037035,0.5555555555555556,0.07407407407407407
