phase,epoch,loss,valid_mae,reg,reg_main,reg_var,cls,cons,mag,rec,rec0,sim,diff,bal,rho_min,rho_max,lam_kd,kd,kd_logit,kd_reg,kd_rel
teacher,12,2.3984928131103516,0.5966684818267822,0.5303378066530934,0.5085794994676555,0.2175830596437057,1.3978797241493508,0.0,0.8796622918711768,0.48721364692405417,0.9326455846980766,0.03563724375433392,0.0043440924577966885,1.045344630877177,,,,,,,
student,1,3.1412514492317483,0.7768202424049377,0.8136973183740068,0.7534000568643764,0.6029726288936756,1.8302961852815416,0.0,0.9173895435200797,0.497202890890616,0.9314172610088631,0.042921522339047107,0.006585382718454908,1.380970369886469,0.0,0.1,0.0,,,,
student,2,3.112440555183976,0.7767266631126404,0.8231254738790018,0.7619873185952505,0.6113815059264501,1.8141613337728713,0.0,0.9076924169505084,0.51255010454743,0.9395835333400302,0.0121250302116904,0.0036428474596943016,1.3423617371806391,0.0,0.1,0.0,,,,
student,3,2.9142384131749473,0.7633856534957886,0.7407273214172434,0.6911200119389428,0.49607309809437505,1.6859665711720784,0.0,0.9052647738545029,0.5160604428361963,0.9456975095801883,0.04391560534498206,0.0036809087248036157,1.1113866059868425,0.0,0.1,0.0,,,,
student,4,2.755604902903239,0.7173993587493896,0.6336924516492419,0.5977727679742707,0.35919684383811223,1.542238038999063,0.0,0.8939909515557466,0.5111334715728406,0.9453737912354646,0.03755562262678588,0.003587552738651909,0.8349279088002665,0.0,0.1,0.3,0.3458602342892576,0.14751811642889623,0.19763948630403588,0.007026321823812193
student,5,2.596289943765711,0.666567862033844,0.5953356872002283,0.5645124647352431,0.3082322715609162,1.4708867382120203,0.0,0.8945219174579337,0.5099233675886083,0.9444120570465371,0.03263120618821294,0.003604582023668896,0.6581898872499112,0.0,0.1,0.28065209550948533,0.20704209432005882,0.09080566541740188,0.1157843767216912,0.004520523042797491
student,6,2.526212943924798,0.6287716627120972,0.5738676262122614,0.5463597780024564,0.2750784569868335,1.4428589829692133,0.0,0.8853652698022348,0.5044743854690481,0.9421182616993233,0.031047766545304546,0.0037352231555376893,0.5231741650236977,0.0,0.1,0.26255199571288423,0.16827327426936892,0.07267791764051826,0.09521045018401411,0.00384906203490337
student,7,2.4864043571330883,0.6065137386322021,0.5594568914837308,0.5338202554870535,0.2563663803351422,1.4231096660649334,0.0,0.8795048704853764,0.500831244720353,0.9415400734654179,0.032115647258857884,0.003976962943043973,0.4221932606564628,0.0,0.1,0.24561922592339452,0.17025177608485575,0.07071836423818711,0.09913203589342258,0.0040137401385301795
student,8,2.4730292470366866,0.5933682918548584,0.5497892471375289,0.525822052249202,0.23967196488821949,1.4276495310995314,0.0,0.8746261044784829,0.49503595575138376,0.9411896599663628,0.034222024182478585,0.004075398642776741,0.3502540671163135,0.0,0.1,0.2297785015093946,0.15504562123506158,0.06679817213228455,0.08785884289277925,0.003886049626291626
student,9,2.414390771477311,0.5884385108947754,0.5358476854032941,0.5133473067371933,0.22500377327755647,1.3830217564547505,0.0,0.8781511331046069,0.4936000136313615,0.9426667105268549,0.03552442571769158,0.004118671744234032,0.3044102743819908,0.04,0.2,0.21495939317213678,0.1562161880924746,0.06767491130503239,0.08813305671706244,0.00408220151978269
student,10,2.4033042501520225,0.587296187877655,0.5342280511502866,0.5122642246661363,0.21963828612394906,1.3780752884017096,0.0,0.8756449851724837,0.4929796705643336,0.9416009132508878,0.03379191127088335,0.004107926588471013,0.2737315407505742,0.04,0.2,0.20109601381069178,0.15659766050952453,0.06746382756089722,0.08870190540673556,0.004319271633263539
student,11,2.3605295331389815,0.5857585668563843,0.5182936364025982,0.4984614206822934,0.1983221149141038,1.3589995448236112,0.0,0.8681647258776205,0.49232346150610184,0.9409200284216139,0.033462371159758836,0.004087542985669441,0.2549536355115749,0.04,0.2,0.18812672558191681,0.14792967342806082,0.06509469283951654,0.08241931914731308,0.004156608375962134
student,12,2.4076284611666643,0.5855869054794312,0.5279607938395606,0.506583042718746,0.2137774866660712,1.3956877964514274,0.0,0.8696084883477952,0.49244494129110267,0.9420306152767606,0.0336151382782393,0.004111238147339059,0.24228716117364388,0.04,0.2,0.17599386585300955,0.1584689033528169,0.06921806196785635,0.08881174006361377,0.004391016521333734
student,13,2.3674711761651217,0.5857303142547607,0.5270047027755667,0.5061733971039454,0.20831304735124664,1.3555845552020602,0.0,0.8746871054172516,0.49367098731023296,0.9424080727276979,0.0344675170533635,0.004121168723536862,0.23559782019367925,0.04,0.2,0.16464349082820795,0.15723688969457592,0.06806952326937958,0.08868346749632447,0.0048389899311587214
student,14,2.378827342280635,0.5855547785758972,0.5277981807788213,0.5068176642612174,0.20980512857851055,1.3666299691906683,0.0,0.8744144064408762,0.4901524462081768,0.9418557992687931,0.033100315300678765,0.004105927366590886,0.23332778171256738,0.04,0.2,0.1540251357097776,0.17046294499326636,0.07429028812933851,0.0957259884862988,0.0044666871911397685
