phase,epoch,loss,valid_mae,reg,reg_main,reg_var,cls,rec,rec0,sim,diff,bal,rho_min,rho_max,lam_kd,kd,kd_logit,kd_reg,kd_rel
teacher,1,2.6506035725275674,0.7859997749328613,0.6849768840604358,0.623876099785169,0.6110078615170939,1.110584517319997,0.37107090927936415,0.87491508324941,0.05772892399518578,0.009096147518398033,1.3101167965818334,,,,,,,
teacher,2,2.4896898004743786,0.7179033756256104,0.6764005858589102,0.6169600475717474,0.5944053492060414,1.1094308186460424,0.26768200292631433,0.821245903218234,0.024033663276996877,0.0063213910303871945,1.0375921472355172,,,,,,,
teacher,3,2.2069884538650513,0.6591438055038452,0.5395880319454052,0.4978234166348422,0.41764616028026297,1.0043507107981928,0.23534469140900505,0.7977785203191969,0.03836410151173671,0.005804355954751372,0.673151934588397,,,,,,,
teacher,4,2.063986016644372,0.6209800839424133,0.4973933453913088,0.4610037549778267,0.36389591958787704,0.9375323112364169,0.21495001569942193,0.7844834206280885,0.028641136018214403,0.005614369219444968,0.47408796570919176,,,,,,,
teacher,5,1.9836827626934759,0.6078538298606873,0.46416581284116815,0.43213355982745133,0.3203225316548789,0.9094351287241336,0.20366943765569617,0.7749833586039366,0.025251567881140444,0.005491165427008161,0.35493469183091764,,,,,,,
teacher,6,1.9510061431814123,0.6078353524208069,0.44473031218405124,0.41519123481379616,0.29539077591013024,0.9063415251396321,0.19758671991251134,0.769502157414401,0.024287515733804967,0.005376688308186001,0.27644019215195265,,,,,,,
teacher,7,1.9254965605559173,0.5959653854370117,0.43807280946660926,0.40949074316907813,0.28582063993370094,0.8999393207055552,0.18968828546780128,0.7625875108771853,0.02324075758871105,0.005268862790048674,0.22475872740701394,,,,,,,
teacher,8,1.8653658429781597,0.596485435962677,0.4107744147380193,0.38624035401476753,0.24534059181395504,0.8777991323559372,0.18289438414352913,0.7561822445304306,0.022718599652526556,0.005184283471424822,0.18553526892706199,,,,,,,
teacher,9,1.8640456795692444,0.5950247049331665,0.4024829704452444,0.3785032572017776,0.23979713402136607,0.8871120181348588,0.1839450423916181,0.7509038481447432,0.02182785990751452,0.005097247901614066,0.15911879197314935,,,,,,,
teacher,10,1.8357425243766219,0.6020006537437439,0.3956171310058347,0.3730402957234118,0.22576836158555966,0.8739630557872631,0.17710261240049643,0.7482341881151553,0.021982749303181965,0.005064093663046758,0.14192118192160572,,,,,,,
teacher,11,1.8314058891049139,0.595221996307373,0.3944512073088575,0.3730195264021556,0.21431682314033862,0.8725040389431847,0.17656132772012992,0.7462152551721644,0.021952327909982867,0.005024939258065488,0.12930457776895277,,,,,,,
teacher,12,1.8341160394527294,0.5941293835639954,0.40085819529162514,0.3767678914246736,0.24090301480006288,0.8707385957241058,0.17654609514607322,0.7429988660194256,0.021526278238053673,0.005003542354744341,0.12088122660363163,,,,,,,
teacher,13,1.8084500299559698,0.5966230034828186,0.38642175771571974,0.3656067539144445,0.20815003359759296,0.8657032450040182,0.170437332380701,0.7430689842612656,0.021424588850802846,0.004980765653912116,0.11505123283024188,,,,,,,
teacher,14,1.78698613025524,0.597675085067749,0.37846699826143404,0.35878576393480655,0.19681233757485947,0.850057652703038,0.17294660569341094,0.7425987565958941,0.021285094907162367,0.004913102654326294,0.11164101544353697,,,,,,,
teacher,15,1.7987474777080394,0.5966119170188904,0.38760327602978106,0.3665281120273802,0.21075164633630603,0.8553506191130038,0.17073774337768555,0.74141342220483,0.02158548451822113,0.004923882368193181,0.10944385936966648,,,,,,,
teacher,16,1.8125119849487588,0.5969610214233398,0.39300966538764814,0.37084883396272306,0.22160833275497513,0.8630806229732655,0.1717013437990789,0.740925877182572,0.02141664767016967,0.004920226366569598,0.10889992628384519,,,,,,,
student,1,2.6371595285556935,0.7853929996490479,0.6791084357709797,0.6188630590008365,0.6024537569394818,1.1102460048816822,0.36188861120630195,0.8682820245071694,0.06712557599638347,0.008845375876666771,1.378999635025307,0.0,0.1,0.0,,,,
student,2,2.4824735279436463,0.6951382160186768,0.6739932320736073,0.6147188560830222,0.5927437764626963,1.1028654398741546,0.2684565782546997,0.8150746723016103,0.026122012348086747,0.006318077143212712,1.3400892262105588,0.0,0.1,0.0,,,,
student,3,2.170981740510022,0.6443023085594177,0.5278844380820239,0.4873242002946359,0.4056023684916673,0.9765139608471481,0.23364160651410068,0.7964441577593485,0.038764889972905316,0.005804605635434941,1.2434929896284033,0.0,0.1,0.0,,,,
student,4,2.1299670007493763,0.6124420166015625,0.4734983184823283,0.43958374747523554,0.33914571427912626,0.9305612080627017,0.21904887286601243,0.782417400015725,0.030700757013012964,0.005523823684564343,1.1292084919081793,0.0,0.1,0.3,0.2874851063997657,0.11031679208907816,0.17647685496895402,0.0069145907775102254
student,5,2.0464107482521623,0.6162580847740173,0.45113529706442795,0.42002317364569064,0.3111212369468477,0.9102776580386691,0.21011375332320179,0.7754236382466776,0.02751994095052834,0.005400874582981622,0.9986594727745762,0.0,0.1,0.28065209550948533,0.21637184586789873,0.08359245135000458,0.13215883338341006,0.0062056278294659465
student,6,1.9745812040788155,0.5976234078407288,0.4228522396404986,0.3957717222058111,0.270805179796837,0.898306237326728,0.20274820620263065,0.7678759804478398,0.025013535473219776,0.005211847032316857,0.8440845123043766,0.0,0.1,0.26255199571288423,0.16447406848547635,0.0625944411451066,0.10137857486390406,0.005010530891552291
student,7,1.946964979171753,0.6002699732780457,0.4238177372349633,0.3973141014575958,0.26503636260275487,0.8885283249395864,0.19383400126739783,0.7626502657378161,0.023922347394680535,0.0050405938850922715,0.6948852362456145,0.0,0.1,0.24561922592339452,0.15483092385585662,0.05771031035800223,0.09662248489136498,0.004981280939925152
student,8,1.9056546069957592,0.6050907969474792,0.40907227606685076,0.3849722108355275,0.24100065038160043,0.877678801616033,0.18832965195178986,0.7567779565298999,0.02341304391760517,0.004929828026366455,0.5565968773983143,0.0,0.1,0.2297785015093946,0.14121203448761394,0.05291832848969433,0.0878742663534703,0.004194388752458272
