phase,epoch,loss,valid_mae,reg,reg_main,reg_var,cls,cons,mag,pol,rec,rec0,sim,diff,bal,rho_min,rho_max,lam_kd,kd,kd_logit,kd_reg,kd_rel
teacher,1,3.3124334067106247,0.8501196503639221,0.9890945702791214,0.9125162176787853,0.7657834365963936,1.7233105227351189,0.0,1.093081921339035,0.0,0.39925085566937923,0.8801819086074829,0.072078388184309,0.007488661853130907,1.3703834861516953,,,,,,,
teacher,2,3.2487380504608154,0.838703453540802,0.984177865087986,0.9086940512061119,0.7548381648957729,1.7233715206384659,0.0,1.0105862207710743,0.0,0.39053671061992645,0.8777412585914135,0.03884544537868351,0.00571101505192928,1.3617356270551682,,,,,,,
teacher,3,3.2183452397584915,0.8297926783561707,0.9842512123286724,0.9111126624047756,0.7313854247331619,1.7182404696941376,0.0,0.9735638685524464,0.0,0.39152087084949017,0.8771657384932041,0.026043740683235228,0.00496079828008078,1.3569439053535461,,,,,,,
teacher,4,3.209480330348015,0.7989151477813721,0.9832790978252888,0.9080466628074646,0.752324316650629,1.7185253724455833,0.0,0.9629276432096958,0.0,0.3928303513675928,0.8779798522591591,0.02087280130945146,0.004586739669321105,1.3482259437441826,,,,,,,
teacher,5,3.194316804409027,0.8268901109695435,0.9752345643937588,0.9014489464461803,0.7378562204539776,1.7145710662007332,0.0,0.9586713723838329,0.0,0.39462621323764324,0.8779513388872147,0.01906643039546907,0.004365402885014191,1.3459669277071953,,,,,,,
teacher,6,3.193231478333473,0.821807861328125,0.9757017195224762,0.9021375887095928,0.7356413155794144,1.7141112014651299,0.0,0.9573319181799889,0.0,0.3923734799027443,0.8788222186267376,0.018320382107049227,0.004287837859010324,1.3448514938354492,,,,,,,
student,1,3.2664301097393036,0.8534656763076782,0.9833100400865078,0.9067794270813465,0.7653061039745808,1.7249362468719482,0.0,0.9877663664519787,0.0,0.399698818102479,0.885410338640213,0.09311544802039862,0.008158442884450778,1.3663684353232384,0.0,0.1,0.0,,,,
student,2,3.218938425183296,0.8500304222106934,0.9789917878806591,0.9051374420523643,0.7385434210300446,1.7204374372959137,0.0,0.9564107283949852,0.0,0.39195054583251476,0.8829477243125439,0.04907144233584404,0.006552165752509609,1.3491970151662827,0.0,0.1,0.0,,,,
student,3,3.1974175721406937,0.8418926000595093,0.9743141122162342,0.8999457433819771,0.743683684617281,1.7151168137788773,0.0,0.9534943625330925,0.0,0.3914613239467144,0.8822592757642269,0.030207247473299503,0.005627123056910932,1.3322264328598976,0.0,0.1,0.0,,,,
student,4,3.191390246152878,0.8365141749382019,0.9736932255327702,0.8999594673514366,0.7373375110328197,1.7128820791840553,0.0,0.9524412043392658,0.0,0.3925521969795227,0.882526583969593,0.02284869027789682,0.005186805821722373,1.312664344906807,0.0,0.1,0.3,0.004833020349906292,0.0006975897122174501,0.004130251669266727,5.178908645575575e-05
student,5,3.1745829582214355,0.8324301838874817,0.9657135419547558,0.892556682229042,0.7315685823559761,1.7063234820961952,0.0,0.951446745544672,0.0,0.39408225007355213,0.8837216086685658,0.020627222023904324,0.004898090235656127,1.2958621308207512,0.0,0.1,0.28065209550948533,0.003923927397408988,0.000618708785623312,0.0033001180563587695,5.100606074392999e-05
student,6,3.154718980193138,0.8269963264465332,0.9562166482210159,0.8836236074566841,0.7259305529296398,1.696983426809311,0.0,0.9496905393898487,0.0,0.393131734803319,0.8845248073339462,0.020888266735710204,0.004762043012306094,1.2808592170476913,0.0,0.1,0.26255199571288423,0.003960828616982326,0.0008199356961995363,0.0031342889269581065,6.603929898574279e-05
student,7,3.1371956169605255,0.8261014223098755,0.9455270059406757,0.8744458220899105,0.7108119167387486,1.6881042793393135,0.0,0.9486761279404163,0.0,0.3945217449218035,0.8845617286860943,0.021599981235340238,0.004717908857855946,1.2766982018947601,0.0,0.1,0.24561922592339452,0.01343700528377667,0.001573661807924509,0.011852507828734815,0.0001083570762148156
student,8,3.1243369728326797,0.8233122229576111,0.9395555108785629,0.8687053211033344,0.7085019424557686,1.6817451789975166,0.0,0.9479859471321106,0.0,0.3930757585912943,0.885858915746212,0.022149922791868448,0.00466729054460302,1.274445354938507,0.0,0.1,0.2297785015093946,0.012578302586916834,0.0019559842767193913,0.010607812204398215,0.00014506100842481828
