phase,epoch,loss,valid_mae,reg,reg_main,reg_var,cls,cons,mag,rec,rec0,sim,diff,bal,rho_min,rho_max,lam_kd,kd,kd_logit,kd_reg,kd_rel
teacher,1,3.0858425475932934,0.7738255262374878,0.8312403979124846,0.7698541107001128,0.6138628969589869,1.7380034195052252,0.0,0.9539967256563681,0.48426397972636753,0.9224257491253041,0.04526140228672712,0.006292041097940119,1.3823655049006145,,,,,,,
teacher,2,3.026583119674965,0.6974797248840332,0.8129432825026689,0.7532110026589146,0.5973228122349139,1.7331677896005135,0.0,0.9118514568717392,0.4895866209710086,0.9305739248240436,0.0174458764700426,0.003972058128393082,1.3837336058969851,,,,,,,
teacher,3,2.7106553581025867,0.641183614730835,0.6762835366858376,0.6342633504558493,0.4202018736137284,1.5428938313766762,0.0,0.9056563918237333,0.501030206128403,0.9381744552541662,0.04554719998742695,0.0040987697774889295,1.3826797229272347,,,,,,,
teacher,4,2.554124606980218,0.6339126825332642,0.6160632090436088,0.5807565053304037,0.35306704472060557,1.456242733531528,0.0,0.902307970656289,0.49205294527389387,0.9399987569561711,0.02981823055004632,0.003861781347680975,1.3824662345427055,,,,,,,
teacher,5,2.5049178865220814,0.6184057593345642,0.5972286782882832,0.5646136690069128,0.32615010098864633,1.4277644919024572,0.0,0.9025001029173533,0.492484152868942,0.9388655479307528,0.025959366070175613,0.0037822564805133473,1.3803874651590984,,,,,,,
teacher,6,2.4713936514324613,0.6126546263694763,0.5857507757566593,0.5545376473002963,0.31213127259441,1.4094393120871649,0.0,0.8962904380427467,0.49988193975554573,0.9377144122565234,0.02467096490026624,0.00386761626901312,1.3789069652557373,,,,,,,
teacher,7,2.4426190985573664,0.6048314571380615,0.5642595147645032,0.5354690262013011,0.2879048682473324,1.4063762492603726,0.0,0.8869044775212253,0.4964514082228696,0.939141700665156,0.0255446234304044,0.0039827224229358965,1.3767414512457672,,,,,,,
teacher,8,2.419767397421378,0.6040271520614624,0.5612476898564233,0.5332195190367875,0.28028171233556887,1.381338033411238,0.0,0.8953449284588849,0.4951255934105979,0.9373342096805573,0.02747232632504569,0.004076305643172452,1.3734894041661863,,,,,,,
teacher,9,2.4538139458055848,0.5991768836975098,0.581922537750668,0.5496989278881638,0.32223608496564404,1.3910857593571697,0.0,0.9018634579799794,0.4922145378810388,0.9395068067091482,0.028239858164279548,0.0041042004789536195,1.3701853730060436,,,,,,,
teacher,10,2.3982095806686967,0.5967013239860535,0.550083068785844,0.5227759259718435,0.2730714108932901,1.3713551472734522,0.0,0.8940063726018976,0.481259164986787,0.9384600774005607,0.02812108362990397,0.004059708806582623,1.3677787846989102,,,,,,,
teacher,11,2.4019083226168596,0.5981972813606262,0.5554502937528822,0.5284885361238763,0.2696175998835652,1.370550795837685,0.0,0.8923779825369517,0.48103124731116825,0.9396071312604127,0.02805497104095088,0.0040563636424916765,1.3662544290224712,,,,,,,
teacher,12,2.393040559909962,0.5980067253112793,0.5498421959303044,0.5230430193521358,0.2679917772335035,1.3690671236426741,0.0,0.8887391984462738,0.48220858805709416,0.9396887565100634,0.02816138532081688,0.004053456704477193,1.3654227300926491,,,,,,,
