phase,epoch,loss,valid_mae,reg,reg_main,reg_var,cls,cons,mag,pol,rec,rec0,sim,diff,bal,rho_min,rho_max,lam_kd,kd,kd_logit,kd_reg,kd_rel
teacher,1,3.310083642601967,0.7960204482078552,0.9819335304200649,0.9067437574267387,0.7518978118896484,1.7244279384613037,0.0,1.0136796236038208,0.0,0.49056802690029144,0.9247207343578339,0.07564439903944731,0.00754560562199913,5.52873769402504,,,,,,,
teacher,2,3.2547898441553116,0.8286488056182861,0.9802986495196819,0.9052740447223186,0.7502460107207298,1.7218755558133125,0.0,0.9653679244220257,0.0,0.4874288719147444,0.9207812994718552,0.023492569918744266,0.006047580885933712,5.51616445183754,,,,,,,
teacher,3,3.2384201139211655,0.8134611248970032,0.9782813787460327,0.9041210785508156,0.7416028939187527,1.7180037796497345,0.0,0.9557232931256294,0.0,0.49813011288642883,0.9240978918969631,0.013882297731470317,0.004650627844966948,5.500686705112457,,,,,,,
teacher,4,3.234944060444832,0.8211878538131714,0.9767030030488968,0.9024397246539593,0.742632795125246,1.718327172100544,0.0,0.9547138847410679,0.0,0.5005405433475971,0.9260344505310059,0.011468791693914682,0.003972792794229463,5.4836121797561646,,,,,,,
teacher,5,3.2325984090566635,0.814325213432312,0.9764553345739841,0.902785275131464,0.7367004454135895,1.7170274257659912,0.0,0.9543996825814247,0.0,0.5066867843270302,0.928520992398262,0.0107732531032525,0.003647632198408246,5.470544546842575,,,,,,,
teacher,6,3.229889824986458,0.8100554943084717,0.9746853783726692,0.9007421806454659,0.7394320964813232,1.7162568718194962,0.0,0.954438753426075,0.0,0.5071926359087229,0.9273217543959618,0.010595415253192186,0.003588585925172083,5.463622331619263,,,,,,,
student,1,3.2834192514419556,0.8327356576919556,0.9805586114525795,0.90549760684371,0.750609964132309,1.7238646000623703,0.0,0.9596043340861797,0.0,0.48609644547104836,0.9244574531912804,0.08195741707459092,0.0069239795848261565,5.475318938493729,0.0,0.1,0.0,,,,
student,2,3.249412938952446,0.8301748633384705,0.9780067726969719,0.9034692272543907,0.7453755214810371,1.7235343605279922,0.0,0.9542984329164028,0.0,0.47989468090236187,0.9203040301799774,0.026753785670734942,0.005818696285132319,5.443636119365692,0.0,0.1,0.0,,,,
student,3,3.237524300813675,0.8285887837409973,0.9770745225250721,0.9029396250844002,0.7413490302860737,1.7198122665286064,0.0,0.9537979327142239,0.0,0.4812049977481365,0.9207201041281223,0.014193134498782456,0.005108199286041781,5.4087942242622375,0.0,0.1,0.0,,,,
student,4,3.2336259186267853,0.8253158926963806,0.9773351699113846,0.9029056243598461,0.744295421987772,1.71717469394207,0.0,0.9531862847507,0.0,0.48414598032832146,0.9213531240820885,0.010968789632897824,0.004619255458237603,5.36570218205452,0.0,0.1,0.3,0.0035725872512557544,0.0014558604452759027,0.0020801004975510295,0.00036626321394095385
student,5,3.2280928641557693,0.8245350122451782,0.9733976870775223,0.8998461104929447,0.7355157509446144,1.7153423428535461,0.0,0.9531322345137596,0.0,0.48770573921501637,0.9217570498585701,0.010882969887461513,0.004524463030975312,5.324029386043549,0.0,0.1,0.28065209550948533,0.006565932504599914,0.0008991982322186232,0.005625080106256064,0.000416541690320571
student,6,3.2169179171323776,0.820362389087677,0.9694380722939968,0.8954682052135468,0.7396986074745655,1.7089507654309273,0.0,0.9527780376374722,0.0,0.48489503376185894,0.921318307518959,0.012368710595183074,0.004457601928152144,5.289113253355026,0.0,0.1,0.26255199571288423,0.003183392866048962,0.0013087057741358876,0.001835720679082442,0.00038966419805319674
student,7,3.205173760652542,0.8184954524040222,0.9612134136259556,0.8883593454957008,0.7285407222807407,1.7037845253944397,0.0,0.9523222409188747,0.0,0.4839243907481432,0.9216574057936668,0.015279744402505457,0.004402272432344034,5.265134304761887,0.0,0.1,0.24561922592339452,0.006198033661348745,0.001208229921758175,0.00495027398574166,0.0003952974720959901
student,8,3.1993438005447388,0.8163103461265564,0.9576175734400749,0.8850471004843712,0.7257046550512314,1.7006910517811775,0.0,0.952091995626688,0.0,0.48849637992680073,0.9223917461931705,0.017210448801051825,0.004532964143436402,5.254290163516998,0.0,0.1,0.2297785015093946,0.0068527692928910255,0.0012236724141985178,0.005587734340224415,0.00041362625370311434
