phase,epoch,loss,valid_mae,reg,cls,rec,rec0,sim,diff,bal,rho_min,rho_max,lam_kd
teacher,1,2.33440664741728,0.7352215051651001,0.5894956613580385,1.0325671003924475,0.2278327257544906,0.8266556605144784,0.035622250150751184,0.0035023987638177693,5.162103220268532,,,
student,1,2.35417409296389,0.7282490730285645,0.5952716386980481,1.0445004800955455,0.24729280560104935,0.7990832968994424,0.02771628568707793,0.0039651461799318595,5.1726795302497015,0.0,0.2,0.0
