phase,epoch,loss,valid_mae,reg,reg_main,reg_var,cls,rec,rec0,sim,diff,bal,rho_min,rho_max,lam_kd,kd,kd_logit,kd_reg,kd_rel
teacher,1,2.658136147039908,0.7822374701499939,0.7001093206582246,0.6376128836914345,0.6249643801539032,1.1121346244105585,0.3686270504086106,0.8713243349834725,0.04912344438748227,0.006921173444155742,1.3580663424951058,,,,,,,
teacher,2,2.5133712468323886,0.7658105492591858,0.6931837151447932,0.6319781784658078,0.6120552994586803,1.1078642297674108,0.27582624168307696,0.8222463682845786,0.018722972556672716,0.005733100335217184,1.314588487148285,,,,,,,
teacher,3,2.332995041652962,0.6571323275566101,0.6100430069146333,0.5586041813647306,0.5143883004784584,1.057030213099939,0.2354248618638074,0.8004271156258054,0.030489783216681745,0.005443371159748899,1.231684316087652,,,,,,,
teacher,4,2.0755378007888794,0.613541305065155,0.496621349895442,0.46027507936512985,0.3634627141334392,0.9406466307463469,0.21560354227269138,0.7862019483689908,0.03073607329969053,0.005292741340343599,1.1550867314691897,,,,,,,
teacher,5,2.01433887746599,0.6039107441902161,0.4714755051665836,0.43768654487751146,0.33788960827169595,0.9228234235887174,0.20503960135910246,0.7774699551087839,0.0252960164927774,0.005085707254086931,1.107450505097707,,,,,,,
teacher,6,1.9490261122032448,0.6081016063690186,0.44160846813961313,0.41253445987348203,0.2907400974244983,0.9002309088353757,0.19635275999704996,0.7713111804591285,0.024089834445880517,0.0049231224348423655,1.0671913469279255,,,,,,,
teacher,7,1.9290477302339342,0.6011813879013062,0.4331622018858238,0.40528583085095443,0.2787636954475332,0.8946621473188754,0.19313602949734088,0.768398153561133,0.02229721468217947,0.00477950620740928,1.034990542464786,,,,,,,
teacher,8,1.8833853403727214,0.5873129963874817,0.40978557726851217,0.38529971048787787,0.24485866801330336,0.8838801726146981,0.18641738869525767,0.7609200411372714,0.0209968373765824,0.004651566889757912,1.0017980138460796,,,,,,,
teacher,9,1.8604573408762615,0.5850054621696472,0.40102027191056144,0.3776071620760141,0.2341310882906395,0.8742445585904298,0.1841623705846292,0.7577741786285683,0.020275781017348723,0.004569277253553823,0.9720508610760724,,,,,,,
teacher,10,1.852093098340211,0.5834669470787048,0.4070023549375711,0.38368431947849413,0.23318036133423448,0.8661462675642084,0.17969513022237354,0.7547745351438169,0.020307970319495158,0.004515326926829638,0.9450416719471967,,,,,,,
teacher,11,1.82828042683778,0.5880951881408691,0.3902030744486385,0.36873417789185486,0.21468897579513765,0.8624789460941598,0.17771121252466132,0.7526634655616902,0.02011264922718207,0.004488752835809633,0.9254764572337821,,,,,,,
teacher,12,1.8059401865358706,0.5876634120941162,0.3792053556276692,0.3595934131493171,0.19611941829875665,0.851509604189131,0.1783330476394406,0.7503335773944855,0.02082795391066207,0.004460678228901492,0.9081055786874559,,,,,,,
teacher,13,1.8145714402198792,0.591920018196106,0.3905453337011514,0.3692459080506254,0.2129942539182526,0.8549963820863653,0.1732337885984668,0.7491174075338576,0.020106985854605835,0.004444472414130966,0.8961502788243471,,,,,,,
teacher,14,1.7993060615327623,0.5867375135421753,0.3772851336333487,0.35834433331533716,0.1894080163910985,0.8499589496188693,0.17612628528365382,0.7494125377248835,0.020270852820464858,0.0044419522121272705,0.8873030101811444,,,,,,,
teacher,15,1.8164424940391823,0.5870093107223511,0.3852202428711785,0.36543613230740585,0.19784110042921924,0.862590856022305,0.17383763056110452,0.7474410831928253,0.020032454161318363,0.004425771801766974,0.8844106605759373,,,,,,,
student,1,2.650513172149658,0.7698310613632202,0.6875528792540232,0.6263336191574732,0.6121926219375046,1.113022318592778,0.36870499783092076,0.8729181433165515,0.0540778444459041,0.008269254135450831,1.3600345563005518,0.04,0.25,0.0,,,,
student,2,2.486884907439903,0.7336232662200928,0.6766009446647432,0.6168791878002661,0.5972176249380465,1.1048818186477378,0.2695441637878065,0.8176143301857842,0.02240101572264124,0.006755389083452799,1.2472630032786616,0.04,0.25,0.0,,,,
student,3,2.217911413422337,0.6463572978973389,0.5550449159410265,0.511013629535834,0.4403128600851805,0.9981439996648718,0.23606802026430765,0.7958526710669199,0.036578396473217895,0.006148739657537253,0.936457986081088,0.04,0.25,0.0,,,,
student,4,2.1387557828867876,0.624354362487793,0.48607544435395134,0.4507891618543201,0.3528628074736507,0.9284718698925443,0.22038968486918342,0.7850210412784859,0.030230603525759996,0.005795353885602068,0.7199822553881893,0.04,0.25,0.3,0.28698501570357215,0.1145756619947928,0.17198090006907782,0.0042845339803197595
student,5,2.0449054506089954,0.5982915759086609,0.44917406345269195,0.4186530220494778,0.3052104207928534,0.9105441526130393,0.21226792754950347,0.7759302070847264,0.026903877190003794,0.005601566431492015,0.5918754217801271,0.04,0.25,0.28065209550948533,0.223702992140143,0.08959229666463754,0.1337633047390867,0.0034739101302471275
student,6,1.9985941626407482,0.6027683615684509,0.4399503541213495,0.4107579638560613,0.2919238993415126,0.9040159759698091,0.20484647623918675,0.7695556592058252,0.025239136863361905,0.005439202309827562,0.4906158187875041,0.04,0.25,0.26255199571288423,0.17047372308594208,0.06981262588804518,0.10038928704819193,0.0027181028813679908
student,7,1.974583994459223,0.5884541273117065,0.42946338267238054,0.4018893799296132,0.27574002908335793,0.9043988430941546,0.19836693146714457,0.7647914522224002,0.023553310393321293,0.005294477610193469,0.40960621613043324,0.04,0.25,0.24561922592339452,0.1687129987058816,0.06690973271098402,0.10152826630682857,0.0027500068783949784
student,8,1.93039529632639,0.5940255522727966,0.4149633557708175,0.3891730628631733,0.2579029260410203,0.8917203965010466,0.19190099366285182,0.7582988363725168,0.022691558770559454,0.005123872171949457,0.34352084387231757,0.04,0.25,0.2297785015093946,0.15370547191964257,0.060739801437766465,0.09270281413639034,0.0026285662520590617
student,9,1.892001196190163,0.6032961010932922,0.402867558343267,0.37908267426408,0.23784885286457008,0.8764291085578777,0.18789688663350212,0.7532122102048662,0.022409471062322456,0.004973884844393642,0.29045979016357,0.04,0.25,0.21495939317213678,0.1470289204131674,0.05775479344582116,0.0890436845107211,0.002304423623880009
student,10,1.9070640095958002,0.5983003377914429,0.41325540040378217,0.3885408576439928,0.24714542604568931,0.8923786757168947,0.18253545904601062,0.7503317572452404,0.022195508289668296,0.004860181301073344,0.25193755935739587,0.04,0.25,0.20109601381069178,0.13765241619613436,0.054295130970853346,0.08314154586858219,0.0021573777237251677
student,11,1.853553957409329,0.6026931405067444,0.4005547171389615,0.3775501425067584,0.2300457365086509,0.8567548394203186,0.17854182256592643,0.7470145059956445,0.021653120888880006,0.004754974989703408,0.22150418162345886,0.04,0.25,0.18812672558191681,0.15296192839741707,0.059211088034013905,0.09351497722996606,0.0023586214708673113
student,12,1.8365625496263858,0.5950830578804016,0.39749528578034155,0.3747450380965515,0.2275024855647374,0.8534317000044717,0.17552656569966563,0.7452704023431849,0.021724546673121275,0.004727580032690808,0.19926879941313355,0.04,0.25,0.17599386585300955,0.12645348616772228,0.04955906531325093,0.07668198969353128,0.002124308377797543
