tag,valid_f1_head,valid_acc_head,valid_mae,valid_f1_theta,test_f1_head,test_acc_head,test_mae,desc,mae_ok,delta_f1
c06_kd05,0.624604380836069,0.6304945054945055,0.580892786485972,,0.6231027543583622,0.6423658872077029,0.6264821334832964,蒸馏权重 0.3 → 0.5,True,0.00259690055700712
c00_baseline,0.6220074802790618,0.6277472527472527,0.5864323587054489,,0.626792668677833,0.6451169188445667,0.6271311387655414,E1 配方（对照，必须参与）,True,0.0
c04_dropout50,0.6144652381653213,0.6195054945054945,0.5918629515537439,,0.6279393490829422,0.6464924346629987,0.631189127387338,dropout 0.35 → 0.50,True,-0.007542242113740549
c01_hidden128,0.5857818783652109,0.5975274725274725,0.6065789755116534,,0.6138145545905828,0.6341127922971114,0.6312870990582312,容量：hidden 96 → 128,False,-0.036225601913850936
