phase,epoch,loss,valid_mae,reg,reg_main,reg_var,cls,rec,rec0,sim,diff,bal,rho_min,rho_max,lam_kd,kd,kd_logit,kd_reg,kd_rel
student,7,1.561014402795721,0.6036829948425293,0.3569007170973001,0.3427552956121939,0.1414542036406972,0.689125187419079,0.11972595696096067,0.6847954789797465,0.019425009429040883,0.002499701239651552,0.13994469921346064,0.0,0.1,0.24561922592339452,0.16490152709324052,0.08908968087699679,0.07454106479094157,0.012707802234217525
student,8,1.4898355183777985,0.5979928970336914,0.3306535454811873,0.32118036570372405,0.09473180936442481,0.6440637387611248,0.11719364038220158,0.6762607329421573,0.01898753937954704,0.0024442528525401874,0.10504607138810335,0.0,0.1,0.2297785015093946,0.20901815620837388,0.11721653615434964,0.09027806414222275,0.01523556374013424
student,9,1.444360284893601,0.6142407655715942,0.31535734567377305,0.30853011045191026,0.0682723526670425,0.6246573030948639,0.11034597815186889,0.6689718509161914,0.016292929994287313,0.0023438439281933286,0.08308827932234164,0.04,0.2,0.21495939317213678,0.22964549837289033,0.13314820419031162,0.09486590118871795,0.016313932534238254
student,10,1.3971999199302108,0.6035186648368835,0.29907294086836,0.2955113000891827,0.035616392028276565,0.591215968132019,0.10803433507680893,0.6617761563371729,0.017408502150188992,0.0023247749734393976,0.06824528412134559,0.04,0.2,0.20109601381069178,0.28563223861985737,0.16975325746116815,0.11350236446769149,0.023766151353440904
student,11,1.3535351598704304,0.6074815392494202,0.2851961317161719,0.2851385008888664,0.0005763091008972238,0.5616025814303646,0.10511779067692933,0.6563375172791658,0.016441978376220773,0.0022674953884065704,0.05886602967425629,0.04,0.2,0.18812672558191681,0.3375729407977175,0.20143655797949545,0.13292675537781584,0.03209628609733449
student,12,1.3254846731821697,0.626119077205658,0.2722382344029568,0.27438986908506463,-0.021516330540180206,0.5528088581782801,0.1036683661794221,0.6511084878886187,0.01711209596100229,0.0022710504838162,0.05162052410068335,0.04,0.2,0.17599386585300955,0.3466440502692152,0.21199275525631728,0.13110243218640485,0.035488629023785946
student,13,1.2551798975026165,0.6232484579086304,0.25637935957422964,0.2613180518426277,-0.04938692064886844,0.49771547234720653,0.10046292772447621,0.6472540299097697,0.016788143578364893,0.0022386237720234525,0.046012009804447494,0.04,0.2,0.16464349082820795,0.40707126535751204,0.24651667820634665,0.1563259545299742,0.04228632552204309
student,14,1.2290077937973871,0.633595883846283,0.24149425051830434,0.24974445060447412,-0.08250200605295875,0.4827408613982024,0.1005765040991483,0.6428654613318266,0.016833917651739385,0.0022362850097663424,0.041215102498730026,0.04,0.2,0.1540251357097776,0.47275522544428156,0.2999758643132669,0.16781783693780503,0.04961521916643337
student,15,1.177492132893315,0.622635543346405,0.229661140176985,0.24089399835577718,-0.11232858716889664,0.44524985275886675,0.09843058828954343,0.6392689270001871,0.01655388983932358,0.0021993196784967075,0.037479111441859496,0.04,0.2,0.14409159032693983,0.5188692355597461,0.3256074684085669,0.18763679762681326,0.056249717733374345
student,16,1.147834700566751,0.6366026997566223,0.22178094061436476,0.23519755955095645,-0.13416618125996105,0.4205985372817075,0.09722476838915436,0.636507475817645,0.016451426867947535,0.0022023129794332716,0.03463394877811273,0.04,0.2,0.13479868923516647,0.5957290905493277,0.38848507018000994,0.20078700504921101,0.06457016761932108
