phase,epoch,loss,valid_mae,reg,reg_main,reg_var,cls,cons,mag,rec,rec0,sim,diff,bal,rho_min,rho_max,lam_kd,kd,kd_logit,kd_reg,kd_rel
teacher,1,3.5272223110552186,0.7762497067451477,0.8319966793060303,0.7704402484275676,0.6155643065770467,2.1542380849520364,0.0,1.0113173833599798,0.4866688284609053,0.9211507285082782,0.03754390046621362,0.006142623437982466,1.3485556929199785,,,,,,,
teacher,2,3.405150219246193,0.7234983444213867,0.7927013514218507,0.7352364529614095,0.574649015614004,2.1300622202731945,0.0,0.9079766063778488,0.5066650686440645,0.9274617179676339,0.02706140885129571,0.004027707506557582,1.2853800499880756,,,,,,,
teacher,3,3.09859777379919,0.6572876572608948,0.6839860147900052,0.6422135322182266,0.4177248482764871,1.9163979755507574,0.0,0.9051300563194133,0.49754787926320676,0.9330228357403366,0.06251153198105318,0.0040855783003347895,1.2350197456501149,,,,,,,
teacher,4,2.9554743236965604,0.6206135749816895,0.6296010734858336,0.5938922354468593,0.3570883647987136,1.841932237148285,0.0,0.8965565595361922,0.4949115514755249,0.9301216922424458,0.043100220841114166,0.004296754995636918,1.1964225062617548,,,,,,,
teacher,5,2.866973144036752,0.6160503625869751,0.6100580140396401,0.5769101000494428,0.3314791105135723,1.7724278900358412,0.0,0.9026056064499749,0.4991420595734208,0.9314696722560458,0.0385092835597418,0.00432898285281327,1.176526756198318,,,,,,,
teacher,6,2.8126229268533214,0.6040350794792175,0.5898090932104323,0.5594339806724478,0.303751129243109,1.7406160941830389,0.0,0.8971423771646287,0.49946894137947645,0.9379350686514819,0.03984594017405201,0.004426358819559768,1.1490392044738487,,,,,,,
teacher,7,2.7729962490223072,0.5976439118385315,0.5824174091771797,0.5532195755728969,0.29197830334305763,1.7107377206837688,0.0,0.8924801581435733,0.49582266586798207,0.9312871440693185,0.040059410966932774,0.004451554742883201,1.1345541675885518,,,,,,,
teacher,8,2.7084340431072094,0.603100061416626,0.5532851279885681,0.528143189571522,0.25141936561299694,1.6779096766754433,0.0,0.8882076055915268,0.4851783022836403,0.9309669026622066,0.03941045484195153,0.004444989772444522,1.1207695647522256,,,,,,,
teacher,9,2.709594580862257,0.6033895015716553,0.551798154634458,0.5271880284503654,0.24610125687387255,1.6830266493338126,0.0,0.8831057405030286,0.49591950409942204,0.9307029523231365,0.0398675752458749,0.004406850474576156,1.107972350385454,,,,,,,
teacher,10,2.7274892462624445,0.5950996279716492,0.5635764405683235,0.5373515271478229,0.26224911730322575,1.689171921323847,0.0,0.8848927705376236,0.48513516397387896,0.9321653964342894,0.03820913771374358,0.004372793439499758,1.1003493666648865,,,,,,,
teacher,11,2.6995090864322804,0.5968601703643799,0.5506166777125111,0.5260127269559436,0.24603950501316124,1.6737461973119665,0.0,0.8853592607710097,0.4866051960874487,0.9313827002490008,0.0386373319628614,0.004371729826002761,1.096203139534703,,,,,,,
teacher,12,2.6762921854301736,0.5965774059295654,0.5393967010356762,0.516320305565993,0.23076397670363938,1.6634318850658558,0.0,0.882790638340844,0.4964101767098462,0.9319980067235453,0.03791420296248463,0.004359846943299528,1.0931233057269343,,,,,,,
student,1,3.481299122174581,0.776861846446991,0.8136198789709144,0.7533250813958822,0.602947961125109,2.1702148848109775,0.0,0.9175327204995685,0.49678111849007783,0.9312503536542257,0.043328916326303174,0.006647545611485839,1.370976244961774,0.0,0.1,0.0,,,,
student,2,3.448663075764974,0.7766967415809631,0.822842115605319,0.7617505943333661,0.6109151862285755,2.150591305008641,0.0,0.9076763137623116,0.5103764843057703,0.9386539779327534,0.012997312660984419,0.0037831106455996633,1.3001305173944544,0.0,0.1,0.0,,,,
student,3,3.2296421351256193,0.7624688744544983,0.7385564766548298,0.6893251643136695,0.4923130715334857,2.0018466821423284,0.0,0.9058365446549875,0.5136906350100482,0.9446712555708708,0.048072916352086596,0.00391931921519615,1.0324627326594458,0.0,0.1,0.0,,,,
student,4,3.04236309616654,0.716497540473938,0.6333225833045112,0.597286055761355,0.36036526770503435,1.8360113126260262,0.0,0.8950267235438029,0.5085143033001158,0.9440951137631027,0.040979655631990346,0.0037925862577847308,0.7775575430304916,0.0,0.1,0.3,0.31784713240685286,0.1368466139667564,0.18029880910008042,0.0070170672800115965
student,5,2.87625433339013,0.6672508716583252,0.5969900648902964,0.5658345862671181,0.3115547716065689,1.751049573774691,0.0,0.8957776990201738,0.5070057897656052,0.9428810057816682,0.03536474273574573,0.0037856893527700945,0.631273055518115,0.0,0.1,0.28065209550948533,0.19396937459155364,0.08629059888146541,0.1072213071639891,0.004574673963900379
student,6,2.8049480385250516,0.6303605437278748,0.5767018110663803,0.5487505092665002,0.2795130072368516,1.7193206857751917,0.0,0.8868353101942275,0.5015169796016481,0.9406069848272536,0.0335716682796677,0.003882278869342473,0.5230614173191565,0.0,0.1,0.26255199571288423,0.1582556977454159,0.06859326021124919,0.08926433580065216,0.0039810082461271025
student,7,2.764971441692776,0.6082807183265686,0.5627315778423239,0.5365767103654367,0.26154865890189455,1.6973939295168277,0.0,0.881420933538013,0.4985269131483855,0.940292239189148,0.03490661519269148,0.004079674547365694,0.43867077374899827,0.0,0.1,0.24561922592339452,0.16389453631860237,0.06869439090843554,0.09478054333616186,0.004195996047066593
student,8,2.7521410385767617,0.5949418544769287,0.5530380667359741,0.528573226597574,0.2446483920017878,1.7023607978114375,0.0,0.8767648615218975,0.4933035406801436,0.9399497564192172,0.03665991582804256,0.004153022607271042,0.37510528443036256,0.0,0.1,0.2297785015093946,0.14884853390631853,0.06382721810843106,0.08461945283192175,0.004018633645803978
student,9,2.688814145547372,0.5891249775886536,0.5405346955414172,0.5173266149229474,0.23208078107348196,1.6513611365247656,0.0,0.8804944025145637,0.4923224841003065,0.941397836914769,0.03765599308880391,0.00419345379082693,0.3333624032912431,0.04,0.2,0.21495939317213678,0.15078541726149894,0.06545181534494515,0.08491602005368029,0.00417580753478601
student,10,2.677409706292329,0.5872339606285095,0.5394217107031081,0.5166233292332402,0.2279838438111323,1.6454662592322737,0.0,0.8779601498886391,0.4915316496734266,0.9402381016148461,0.035890554905765586,0.004198422431255932,0.30413336941489466,0.04,0.2,0.20109601381069178,0.15144920169755263,0.06474978780304944,0.08625884650758019,0.0044056568984632135
student,11,2.628189859566865,0.5856982469558716,0.5227088973064113,0.5021550381487166,0.20553856794894845,1.6207028075500771,0.0,0.8706468696947451,0.49072630758638736,0.939460591033653,0.03559234286485999,0.004183252949991988,0.2858202733375408,0.04,0.2,0.18812672558191681,0.14197196687261263,0.06226560977046137,0.07928289907673995,0.004234590934141091
student,12,2.6819486264829284,0.5852867960929871,0.5322147425678041,0.5100972972534321,0.22117444324410623,1.6641128085277699,0.0,0.8720316235665921,0.49090399344762164,0.9405970540311601,0.03586547594103548,0.004215499545723476,0.2734097827363897,0.04,0.2,0.17599386585300955,0.15245231751490523,0.06633402603781885,0.08567225615735408,0.004460348517265326
student,13,2.636659684004607,0.5850993394851685,0.531396566717713,0.5097910977072186,0.21605468108491213,1.618364413579305,0.0,0.8774143037972627,0.4920349915822347,0.9409495669382589,0.03671086645098748,0.004227973076652874,0.2668923641796465,0.04,0.2,0.16464349082820795,0.15216644860252185,0.06531342194864044,0.08636387051255615,0.0048915678937057104
student,14,2.649662560886807,0.5849351286888123,0.5323541065057119,0.5106036061490024,0.2175050174334535,1.6312666513301708,0.0,0.8767960491003813,0.48855795794063145,0.94042851306774,0.035316679143795264,0.004217626414848147,0.26462002374507765,0.04,0.2,0.1540251357097776,0.16380741378223454,0.07093870557016796,0.09241402383755755,0.004546848509495181
